id,pedido_id,produto_id,quantidade,preco_praticado,desconto_aplicado,valor_liquido_item
6132,2509,90,1,602.07,0.01,596.05
6133,2509,179,3,433.03,0.0,1299.09
6134,2510,112,1,433.18,0.05,411.52
6135,2511,172,4,2648.04,0.03,10274.4
6136,2512,193,4,1304.54,0.2,4174.53
6137,2512,30,4,3207.81,0.01,12702.93
6138,2512,56,3,1955.43,0.12,5162.34
6139,2513,196,3,935.62,0.12,2470.04
6140,2513,59,3,606.85,0.06,1711.32
6141,2513,63,2,2326.82,0.22,3629.84
6142,2513,172,5,2675.34,0.02,13109.17
6143,2513,140,1,746.07,0.2,596.86
6144,2514,185,1,932.67,0.03,904.69
6145,2514,39,3,173.66,0.04,500.14
6146,2514,12,3,2625.6,0.02,7719.26
6147,2514,96,3,1521.21,0.02,4472.36
6148,2514,135,4,2159.8,0.03,8380.02
6149,2515,2,4,3293.37,0.03,12778.28
6150,2515,199,2,1955.21,0.0,3910.42
6151,2516,86,3,2369.53,0.02,6966.42
6152,2517,185,5,730.76,0.24,2776.89
6153,2517,6,5,2114.48,0.21,8352.2
6154,2518,148,4,468.68,0.04,1799.73
6155,2518,39,2,179.09,0.01,354.6
6156,2518,182,3,1005.48,0.03,2925.95
6157,2519,8,1,1199.73,0.01,1187.73
6158,2519,43,4,1291.79,0.03,5012.15
6159,2520,49,5,2033.65,0.03,9863.2
6160,2520,71,5,695.4,0.0,3477.0
6161,2520,53,5,209.29,0.01,1035.99
6162,2520,101,3,1801.15,0.02,5295.38
6163,2521,123,4,1816.09,0.09,6610.57
6164,2522,157,3,673.86,0.02,1981.15
6165,2522,88,4,2829.32,0.03,10977.76
6166,2522,186,5,2078.72,0.04,9977.86
6167,2523,9,1,2543.65,0.05,2416.47
6168,2523,110,3,2181.55,0.01,6479.2
6169,2524,110,3,1828.98,0.17,4554.16
6170,2524,35,4,2284.49,0.21,7218.99
6171,2524,163,3,619.32,0.19,1504.95
6172,2525,76,2,642.96,0.02,1260.2
6173,2525,42,1,2810.12,0.02,2753.92
6174,2526,175,3,845.97,0.02,2487.15
6175,2526,197,1,2832.52,0.03,2747.54
6176,2527,88,2,2800.15,0.04,5376.29
6177,2528,76,5,656.08,0.0,3280.4
6178,2529,187,4,742.05,0.07,2760.43
6179,2530,7,3,353.01,0.29,751.91
6180,2531,57,1,1845.55,0.02,1808.64
6181,2531,193,5,1614.37,0.01,7991.13
6182,2531,31,1,150.9,0.16,126.76
6183,2532,58,4,1639.31,0.16,5508.08
6184,2532,107,4,2685.83,0.08,9883.85
6185,2533,20,2,1860.11,0.2,2976.18
6186,2533,38,3,113.93,0.08,314.45
6187,2533,52,1,893.43,0.24,679.01
6188,2533,136,4,1096.25,0.24,3332.6
6189,2533,190,2,1655.4,0.18,2714.86
6190,2534,173,1,2301.59,0.09,2094.45
6191,2534,99,3,2950.38,0.08,8143.05
6192,2535,145,2,3187.05,0.03,6182.88
6193,2535,113,3,378.12,0.14,975.55
6194,2536,108,1,1103.8,0.01,1092.76
6195,2536,178,4,1736.27,0.03,6736.73
6196,2536,39,5,171.85,0.05,816.29
6197,2536,155,1,881.08,0.01,872.27
6198,2536,173,1,2529.22,0.0,2529.22
6199,2537,76,4,590.47,0.1,2125.69
6200,2537,95,1,2272.59,0.23,1749.89
6201,2538,61,4,405.52,0.03,1573.42
6202,2538,186,4,2165.33,0.0,8661.32
6203,2539,24,2,2088.78,0.29,2966.07
6204,2539,45,4,442.97,0.1,1594.69
6205,2540,168,4,983.33,0.04,3775.99
6206,2541,174,1,1196.29,0.0,1196.29
6207,2541,109,3,2033.89,0.01,6040.65
6208,2542,67,1,2860.55,0.02,2803.34
6209,2542,29,2,1177.44,0.04,2260.68
6210,2542,5,3,1288.54,0.03,3749.65
6211,2543,160,1,2938.45,0.01,2909.07
6212,2543,76,5,623.28,0.05,2960.58
6213,2544,151,1,505.95,0.3,354.16
6214,2544,157,2,598.22,0.13,1040.9
6215,2545,90,1,577.74,0.05,548.85
6216,2546,76,3,629.84,0.04,1813.94
6217,2547,158,2,1837.58,0.04,3528.15
6218,2547,169,1,347.88,0.04,333.96
6219,2547,149,3,88.25,0.01,262.1
6220,2547,84,1,2021.74,0.02,1981.31
6221,2548,140,4,913.94,0.02,3582.64
6222,2548,143,3,1414.17,0.04,4072.81
6223,2548,87,4,1602.38,0.0,6409.52
6224,2549,78,5,2822.4,0.13,12277.44
6225,2549,85,2,2414.9,0.29,3429.16
6226,2549,2,5,2919.9,0.14,12555.57
6227,2549,30,2,2592.17,0.2,4147.47
6228,2549,178,4,1485.68,0.17,4932.46
6229,2550,18,1,2652.7,0.24,2016.05
6230,2550,37,4,2086.53,0.09,7594.97
6231,2550,95,1,2449.68,0.17,2033.23
6232,2551,101,2,1764.39,0.04,3387.63
6233,2551,198,2,1538.11,0.0,3076.22
6234,2551,69,4,911.74,0.01,3610.49
6235,2551,166,3,1345.89,0.02,3956.92
6236,2551,187,3,765.98,0.04,2206.02
6237,2552,170,4,984.23,0.27,2873.95
6238,2552,51,5,35.55,0.02,174.2
6239,2552,23,4,932.95,0.09,3395.94
6240,2552,146,1,2300.35,0.13,2001.3
6241,2552,106,5,1842.86,0.2,7371.44
6242,2552,138,3,1655.14,0.04,4766.8
6243,2553,51,4,35.55,0.02,139.36
6244,2554,73,1,1503.53,0.0,1503.53
6245,2555,6,2,2569.5,0.04,4933.44
6246,2556,177,1,441.56,0.23,340.0
6247,2556,161,5,2265.63,0.01,11214.87
6248,2557,15,4,1428.61,0.0,5714.44
6249,2557,34,5,1351.45,0.01,6689.68
6250,2558,165,1,1394.88,0.27,1018.26
6251,2559,4,2,3467.5,0.0,6935.0
6252,2559,196,5,1052.57,0.01,5210.22
6253,2559,200,3,2379.5,0.05,6781.58
6254,2559,8,5,1163.38,0.04,5584.22
6255,2559,152,4,1665.18,0.04,6394.29
6256,2560,130,2,622.33,0.04,1194.87
6257,2561,30,5,3045.8,0.06,14315.26
6258,2562,68,1,2038.32,0.0,2038.32
6259,2563,45,4,472.5,0.04,1814.4
6260,2563,1,1,1377.3,0.15,1170.7
6261,2563,108,5,880.81,0.21,3479.2
6262,2563,34,1,1160.33,0.15,986.28
6263,2563,50,4,2673.58,0.1,9624.89
6264,2564,177,5,567.73,0.01,2810.26
6265,2564,150,1,2628.54,0.01,2602.25
6266,2565,165,2,1853.47,0.03,3595.73
6267,2565,44,2,1119.91,0.02,2195.02
6268,2565,88,5,2829.32,0.03,13722.2
6269,2565,140,5,904.61,0.03,4387.36
6270,2565,172,5,2593.44,0.05,12318.84
6271,2566,161,1,2196.98,0.04,2109.1
6272,2566,70,5,1165.02,0.01,5766.85
6273,2566,99,3,3078.65,0.04,8866.51
6274,2567,86,3,1789.24,0.26,3972.11
6275,2568,87,5,1652.99,0.02,8099.65
6276,2568,31,3,176.05,0.02,517.59
6277,2568,76,1,629.84,0.04,604.65
6278,2568,44,3,1119.91,0.02,3292.54
6279,2568,38,2,120.12,0.03,233.03
6280,2569,22,4,569.03,0.03,2207.84
6281,2570,64,5,896.96,0.02,4395.1
6282,2571,172,1,2675.34,0.02,2621.83
6283,2571,138,2,1724.1,0.0,3448.2
6284,2572,91,4,1869.09,0.29,5308.22
6285,2572,145,5,2957.06,0.1,13306.77
6286,2572,92,3,1657.41,0.19,4027.51
6287,2573,199,5,1451.29,0.28,5224.64
6288,2573,19,5,695.08,0.26,2571.8
6289,2573,172,2,2456.95,0.1,4422.51
6290,2573,12,4,2330.89,0.13,8111.5
6291,2574,164,5,2115.1,0.03,10258.24
6292,2574,147,4,2824.24,0.03,10958.05
6293,2574,118,5,2876.84,0.04,13808.83
6294,2575,73,2,1473.46,0.02,2887.98
6295,2575,170,2,1172.99,0.13,2041.0
6296,2575,84,3,1959.85,0.05,5585.57
6297,2575,137,5,131.03,0.1,589.64
6298,2575,146,1,2088.82,0.21,1650.17
6299,2576,79,5,357.76,0.03,1735.14
6300,2576,96,2,1536.74,0.01,3042.75
6301,2577,68,1,1814.1,0.11,1614.55
6302,2577,133,3,1979.75,0.3,4157.47
6303,2578,61,2,401.34,0.04,770.57
6304,2578,156,1,58.41,0.0,58.41
6305,2578,56,5,2133.2,0.04,10239.36
6306,2579,148,2,463.8,0.05,881.22
6307,2579,123,2,1995.7,0.0,3991.4
6308,2579,91,2,2553.54,0.03,4953.87
6309,2580,46,4,346.67,0.23,1067.74
6310,2580,24,2,2353.55,0.2,3765.68
6311,2580,81,2,1693.16,0.03,3284.73
6312,2580,113,1,316.57,0.28,227.93
6313,2581,119,2,1134.03,0.02,2222.7
6314,2581,134,3,278.93,0.01,828.42
6315,2582,75,1,1813.0,0.05,1722.35
6316,2582,57,3,1826.71,0.03,5315.73
6317,2583,148,4,483.33,0.01,1913.99
6318,2584,53,3,194.49,0.08,536.79
6319,2584,101,2,1378.43,0.25,2067.64
6320,2585,96,5,1536.74,0.01,7606.86
6321,2585,190,2,1796.71,0.11,3198.14
6322,2586,184,1,3095.39,0.03,3002.53
6323,2586,199,4,1995.52,0.01,7902.26
6324,2586,110,4,2115.45,0.04,8123.33
6325,2587,84,4,2042.37,0.01,8087.79
6326,2588,170,1,970.75,0.28,698.94
6327,2588,193,3,1386.08,0.15,3534.5
6328,2588,32,5,318.07,0.14,1367.7
6329,2589,11,5,1436.33,0.01,7109.83
6330,2590,22,2,463.44,0.21,732.24
6331,2591,29,2,1165.17,0.05,2213.82
6332,2591,195,4,111.67,0.13,388.61
6333,2592,199,5,1975.37,0.02,9679.31
6334,2593,117,2,1911.75,0.21,3020.56
6335,2594,13,4,1876.34,0.05,7130.09
6336,2594,141,5,1672.3,0.1,7525.35
6337,2594,16,2,407.22,0.0,814.44
6338,2595,131,5,3453.85,0.01,17096.56
6339,2595,13,5,1896.09,0.04,9101.23
6340,2595,87,5,1686.72,0.0,8433.6
6341,2596,55,2,2463.92,0.02,4829.28
6342,2596,64,3,915.27,0.0,2745.81
6343,2596,104,1,1989.16,0.02,1949.38
6344,2597,80,5,2380.13,0.01,11781.64
6345,2598,165,1,1471.31,0.23,1132.91
6346,2599,89,1,1878.97,0.01,1860.18
6347,2599,35,4,2862.84,0.01,11336.85
6348,2600,83,3,3419.94,0.01,10157.22
6349,2600,67,2,2860.55,0.02,5606.68
6350,2601,115,5,3343.47,0.03,16215.83
6351,2601,105,2,934.78,0.04,1794.78
6352,2601,71,2,660.63,0.05,1255.2
6353,2601,47,1,1469.58,0.05,1396.1
6354,2601,70,5,1176.79,0.0,5883.95
6355,2602,200,5,1928.65,0.23,7425.3
6356,2602,139,5,689.81,0.07,3207.62
6357,2603,42,4,2724.1,0.05,10351.58
6358,2603,112,1,446.86,0.02,437.92
6359,2603,70,4,1141.49,0.03,4428.98
6360,2604,96,1,1552.26,0.0,1552.26
6361,2604,57,1,1864.38,0.01,1845.74
6362,2604,24,1,2853.68,0.03,2768.07
6363,2605,192,4,1633.68,0.03,6338.68
6364,2605,188,1,95.05,0.04,91.25
6365,2605,40,1,473.37,0.0,473.37
6366,2605,159,1,3327.16,0.02,3260.62
6367,2605,2,3,3327.33,0.02,9782.35
6368,2606,84,1,2001.11,0.03,1941.08
6369,2607,48,1,3059.54,0.03,2967.75
6370,2607,126,1,2236.91,0.02,2192.17
6371,2607,50,4,2911.23,0.02,11412.02
6372,2608,175,4,837.33,0.03,3248.84
6373,2609,62,2,239.55,0.03,464.73
6374,2609,158,4,1837.58,0.04,7056.31
6375,2609,191,5,1803.69,0.05,8567.53
6376,2609,46,4,445.72,0.01,1765.05
6377,2610,112,2,414.94,0.09,755.19
6378,2610,100,3,2450.71,0.12,6469.87
6379,2610,30,3,2721.78,0.16,6858.89
6380,2610,12,4,2170.14,0.19,7031.25
6381,2611,155,1,872.18,0.02,854.74
6382,2612,144,4,607.94,0.02,2383.12
6383,2613,114,4,810.92,0.08,2984.19
6384,2613,105,4,944.52,0.03,3664.74
6385,2614,153,5,3131.2,0.07,14560.08
6386,2615,153,3,2457.82,0.27,5382.63
6387,2616,43,5,1291.79,0.03,6265.18
6388,2617,176,2,768.41,0.0,1536.82
6389,2618,189,4,1989.91,0.03,7720.85
6390,2618,37,4,2224.1,0.03,8629.51
6391,2618,109,4,1972.25,0.04,7573.44
6392,2618,93,3,2828.52,0.02,8315.85
6393,2618,71,1,660.63,0.05,627.6
6394,2619,178,3,1754.17,0.02,5157.26
6395,2620,144,2,614.15,0.01,1216.02
6396,2620,170,4,1334.78,0.01,5285.73
6397,2620,194,5,889.47,0.03,4313.93
6398,2621,106,2,1958.03,0.15,3328.65
6399,2621,94,4,2484.89,0.06,9343.19
6400,2621,143,2,1399.44,0.05,2658.94
6401,2622,73,2,1488.49,0.01,2947.21
6402,2622,23,2,1004.72,0.02,1969.25
6403,2623,105,1,759.51,0.22,592.42
6404,2623,19,5,704.47,0.25,2641.76
6405,2624,7,4,348.04,0.3,974.51
6406,2624,110,2,1961.2,0.11,3490.94
6407,2624,57,4,1431.24,0.24,4350.97
6408,2625,112,3,405.82,0.11,1083.54
6409,2626,84,1,2063.0,0.0,2063.0
6410,2627,150,1,1885.11,0.29,1338.43
6411,2627,145,1,2464.22,0.25,1848.16
6412,2628,53,4,209.29,0.01,828.79
6413,2628,10,1,1566.01,0.0,1566.01
6414,2628,95,1,2862.88,0.03,2776.99
6415,2629,17,5,2907.41,0.12,12792.6
6416,2630,145,4,3219.91,0.02,12622.05
6417,2630,85,5,2380.89,0.3,8333.11
6418,2631,176,1,737.67,0.04,708.16
6419,2631,93,1,2857.38,0.01,2828.81
6420,2631,30,2,3143.0,0.03,6097.42
6421,2632,187,5,686.19,0.14,2950.62
6422,2633,147,2,2853.36,0.02,5592.59
6423,2633,46,1,450.22,0.0,450.22
6424,2633,70,4,1176.79,0.0,4707.16
6425,2634,37,3,2201.17,0.04,6339.37
6426,2634,121,4,1309.49,0.02,5133.2
6427,2635,94,2,2564.19,0.03,4974.53
6428,2636,41,1,718.38,0.26,531.6
6429,2637,198,4,1538.11,0.0,6152.44
6430,2637,75,4,1889.34,0.01,7481.79
6431,2637,113,4,430.89,0.02,1689.09
6432,2637,13,2,1896.09,0.04,3640.49
6433,2638,118,5,2936.78,0.02,14390.22
6434,2638,16,1,395.0,0.03,383.15
6435,2639,130,5,622.33,0.04,2987.18
6436,2639,148,2,473.56,0.03,918.71
6437,2640,176,4,760.73,0.01,3012.49
6438,2640,18,3,3490.39,0.0,10471.17
6439,2641,82,5,3104.89,0.05,14748.23
6440,2641,30,4,2818.98,0.13,9810.05
6441,2641,119,4,1099.31,0.05,4177.38
6442,2641,178,5,1521.47,0.15,6466.25
6443,2642,166,1,1332.16,0.03,1292.2
6444,2643,27,4,1777.37,0.24,5403.2
6445,2643,146,1,2141.7,0.19,1734.78
6446,2644,71,1,577.18,0.17,479.06
6447,2644,165,2,1853.47,0.03,3595.73
6448,2644,186,4,1883.84,0.13,6555.76
6449,2645,149,1,85.57,0.04,82.15
6450,2646,29,1,1177.44,0.04,1130.34
6451,2646,54,2,3147.89,0.05,5980.99
6452,2646,55,4,2438.77,0.03,9462.43
6453,2646,49,5,2054.62,0.02,10067.64
6454,2646,178,5,1789.97,0.0,8949.85
6455,2647,51,5,36.28,0.0,181.4
6456,2648,194,4,871.13,0.05,3310.29
6457,2648,92,5,1677.88,0.18,6879.31
6458,2649,100,3,2701.35,0.03,7860.93
6459,2650,144,1,607.94,0.02,595.78
6460,2650,105,4,954.26,0.02,3740.7
6461,2650,10,1,1550.35,0.0,1550.35
6462,2651,81,3,1675.71,0.04,4826.04
6463,2651,177,5,573.46,0.0,2867.3
6464,2651,35,1,2747.17,0.05,2609.81
6465,2651,59,1,626.22,0.03,607.43
6466,2651,173,2,2428.05,0.04,4661.86
6467,2652,152,1,1404.99,0.19,1138.04
6468,2653,170,2,1307.81,0.03,2537.15
6469,2654,98,3,3147.02,0.0,9441.06
6470,2654,59,3,639.13,0.01,1898.22
6471,2655,89,2,1841.01,0.03,3571.56
6472,2656,18,4,3385.68,0.03,13136.44
6473,2657,63,2,2863.78,0.04,5498.46
6474,2657,48,5,2996.46,0.05,14233.18
6475,2658,147,5,2707.78,0.07,12591.18
6476,2658,112,1,341.99,0.25,256.49
6477,2658,174,5,1016.85,0.15,4321.61
6478,2659,78,3,3244.14,0.0,9732.42
6479,2659,37,2,2063.6,0.1,3714.48
6480,2660,42,2,2752.77,0.04,5285.32
6481,2661,68,1,1956.79,0.04,1878.52
6482,2662,151,5,686.65,0.05,3261.59
6483,2662,63,5,2923.44,0.02,14324.86
6484,2663,122,1,763.65,0.01,756.01
6485,2663,48,3,3122.63,0.01,9274.21
6486,2664,170,3,1132.54,0.16,2854.0
6487,2664,39,5,173.66,0.04,833.57
6488,2664,73,5,1458.42,0.03,7073.34
6489,2665,78,4,3146.82,0.03,12209.66
6490,2665,94,5,2617.07,0.01,12954.5
6491,2666,35,5,2862.84,0.01,14171.06
6492,2666,59,1,645.59,0.0,645.59
6493,2667,81,3,1675.71,0.04,4826.04
6494,2667,155,5,854.38,0.04,4101.02
6495,2667,40,4,468.64,0.01,1855.81
6496,2668,25,1,1214.03,0.04,1165.47
6497,2669,68,3,1997.55,0.02,5872.8
6498,2670,80,2,2332.04,0.03,4524.16
6499,2670,94,5,2511.32,0.05,11928.77
6500,2670,40,4,463.9,0.02,1818.49
6501,2671,52,3,1116.78,0.05,3182.82
6502,2672,100,3,2757.05,0.01,8188.44
6503,2672,9,4,2597.2,0.03,10077.14
6504,2672,79,5,350.38,0.05,1664.3
6505,2673,24,1,2588.91,0.12,2278.24
6506,2673,190,3,1877.47,0.07,5238.14
6507,2674,149,3,86.47,0.03,251.63
6508,2674,41,5,912.54,0.06,4288.94
6509,2674,9,4,2597.2,0.03,10077.14
6510,2675,99,1,3142.79,0.02,3079.93
6511,2676,135,1,2182.07,0.02,2138.43
6512,2676,139,2,734.31,0.01,1453.93
6513,2677,148,5,488.21,0.0,2441.05
6514,2677,74,2,2816.67,0.01,5577.01
6515,2678,86,4,1789.24,0.26,5296.15
6516,2679,170,3,1294.33,0.04,3727.67
6517,2679,176,4,737.67,0.04,2832.65
6518,2679,180,1,3425.88,0.02,3357.36
6519,2679,171,1,55.12,0.03,53.47
6520,2679,8,1,1175.49,0.03,1140.23
6521,2679,21,1,1118.83,0.03,1085.27
6522,2680,168,5,993.57,0.0,4967.85
6523,2680,134,3,276.12,0.02,811.79
6524,2680,52,4,1116.78,0.05,4243.76
6525,2680,153,1,3366.88,0.0,3366.88
6526,2681,109,1,2054.43,0.0,2054.43
6527,2681,48,4,3028.0,0.04,11627.52
6528,2682,40,4,459.17,0.03,1781.58
6529,2682,75,3,1870.25,0.02,5498.54
6530,2683,8,3,1187.61,0.02,3491.57
6531,2683,115,2,3412.41,0.01,6756.57
6532,2683,193,1,1598.07,0.02,1566.11
6533,2684,98,1,3115.55,0.01,3084.39
6534,2685,168,3,973.08,0.05,2773.28
6535,2686,85,5,3367.26,0.01,16667.94
6536,2686,2,5,3361.28,0.01,16638.34
6537,2686,177,4,567.73,0.01,2248.21
6538,2686,189,3,2051.45,0.0,6154.35
6539,2686,15,2,1385.75,0.03,2688.36
6540,2686,184,2,3063.48,0.04,5881.88
6541,2687,172,4,2020.16,0.26,5979.67
6542,2687,142,5,3211.64,0.01,15897.62
6543,2688,166,2,1194.82,0.13,2078.99
6544,2688,10,2,1143.19,0.27,1669.06
6545,2689,57,1,1883.21,0.0,1883.21
6546,2690,22,1,516.23,0.12,454.28
6547,2690,149,4,67.75,0.24,205.96
6548,2690,184,3,2584.81,0.19,6281.09
6549,2691,148,1,346.63,0.29,246.11
6550,2691,164,5,1809.83,0.17,7510.79
6551,2692,74,1,2759.77,0.03,2676.98
6552,2692,91,2,2527.22,0.04,4852.26
6553,2692,188,1,97.03,0.02,95.09
6554,2692,150,3,2522.34,0.05,7188.67
6555,2692,54,5,3247.3,0.02,15911.77
6556,2693,162,1,246.0,0.0,246.0
6557,2693,72,4,807.66,0.05,3069.11
6558,2694,45,2,482.35,0.02,945.41
6559,2694,29,3,1201.97,0.02,3533.79
6560,2694,7,5,497.2,0.0,2486.0
6561,2694,142,5,3179.2,0.02,15578.08
6562,2694,9,2,2677.53,0.0,5355.06
6563,2695,199,1,1955.21,0.03,1896.55
6564,2695,75,3,1889.34,0.01,5611.34
6565,2696,88,5,2829.32,0.03,13722.2
6566,2697,123,1,1895.91,0.05,1801.11
6567,2697,189,5,1969.39,0.04,9453.07
6568,2697,156,1,56.07,0.04,53.83
6569,2697,9,3,2543.65,0.05,7249.4
6570,2698,27,1,1870.92,0.2,1496.74
6571,2698,158,3,1856.73,0.03,5403.08
6572,2699,98,4,3115.55,0.01,12337.58
6573,2699,73,5,1473.46,0.02,7219.95
6574,2699,101,2,1819.53,0.01,3602.67
6575,2699,41,4,951.37,0.02,3729.37
6576,2699,110,1,2181.55,0.01,2159.73
6577,2700,17,2,3303.88,0.0,6607.76
6578,2701,53,2,207.17,0.02,406.05
6579,2702,62,5,244.49,0.01,1210.23
6580,2702,162,3,236.16,0.04,680.14
6581,2703,7,1,353.01,0.29,250.64
6582,2703,164,5,1526.36,0.3,5342.26
6583,2704,32,2,262.59,0.29,372.88
6584,2705,66,1,1020.45,0.03,989.84
6585,2705,71,2,681.49,0.02,1335.72
6586,2705,94,5,2643.5,0.0,13217.5
6587,2706,61,4,405.52,0.03,1573.42
6588,2706,183,3,325.02,0.04,936.06
6589,2706,172,5,2702.64,0.01,13378.07
6590,2706,85,4,3367.26,0.01,13334.35
6591,2706,60,4,502.7,0.0,2010.8
6592,2707,96,1,1552.26,0.0,1552.26
6593,2707,11,1,1392.81,0.04,1337.1
6594,2707,178,3,1736.27,0.03,5052.55
6595,2708,145,1,2891.35,0.12,2544.39
6596,2708,176,3,622.41,0.19,1512.46
6597,2709,121,2,988.8,0.26,1463.42
6598,2709,144,1,601.74,0.03,583.69
6599,2710,140,5,923.26,0.01,4570.14
6600,2710,135,3,2182.07,0.02,6415.29
6601,2711,145,2,3187.05,0.03,6182.88
6602,2712,38,2,122.6,0.01,242.75
6603,2712,31,3,172.45,0.04,496.66
6604,2712,64,2,906.12,0.01,1794.12
6605,2713,105,1,788.72,0.19,638.86
6606,2713,56,4,1622.12,0.27,4736.59
6607,2714,99,4,3174.86,0.01,12572.45
6608,2714,80,5,2332.04,0.03,11310.39
6609,2714,4,2,3363.47,0.03,6525.13
6610,2714,104,3,1968.87,0.03,5729.41
6611,2715,197,5,2803.32,0.04,13455.94
6612,2715,102,4,643.55,0.01,2548.46
6613,2716,63,3,2923.44,0.02,8594.91
6614,2716,129,5,2268.89,0.02,11117.56
6615,2717,186,5,2143.68,0.01,10611.22
6616,2717,183,1,328.4,0.03,318.55
6617,2718,41,2,922.25,0.05,1752.28
6618,2718,183,3,331.79,0.02,975.46
6619,2718,14,3,2333.55,0.03,6790.63
6620,2718,115,3,3343.47,0.03,9729.5
6621,2719,74,1,2731.32,0.04,2622.07
6622,2720,7,3,377.87,0.24,861.54
6623,2720,103,4,1688.64,0.09,6146.65
6624,2720,68,2,1875.25,0.08,3450.46
6625,2721,23,1,912.45,0.11,812.08
6626,2721,121,1,1296.12,0.03,1257.24
6627,2721,53,3,200.83,0.05,572.37
6628,2722,48,1,3122.63,0.01,3091.4
6629,2723,106,3,2280.53,0.01,6773.17
6630,2723,6,2,2649.79,0.01,5246.58
6631,2723,161,4,2196.98,0.04,8436.4
6632,2724,75,4,1813.0,0.05,6889.4
6633,2724,141,2,1802.37,0.03,3496.6
6634,2724,68,2,1956.79,0.04,3757.04
6635,2724,17,5,3204.76,0.03,15543.09
6636,2724,43,4,1318.42,0.01,5220.94
6637,2725,194,2,889.47,0.03,1725.57
6638,2725,159,2,3327.16,0.02,6521.23
6639,2725,192,3,1616.84,0.04,4656.5
6640,2726,122,4,663.37,0.14,2281.99
6641,2726,42,3,2838.8,0.01,8431.24
6642,2726,156,4,46.73,0.2,149.54
6643,2726,152,5,1665.18,0.04,7992.86
6644,2727,200,4,2454.65,0.02,9622.23
6645,2728,109,4,2013.34,0.02,7892.29
6646,2728,196,2,1052.57,0.01,2084.09
6647,2729,31,1,168.86,0.06,158.73
6648,2729,52,2,1034.49,0.12,1820.7
6649,2729,173,2,2301.59,0.09,4188.89
6650,2730,71,2,674.54,0.03,1308.61
6651,2730,135,2,2182.07,0.02,4276.86
6652,2731,170,4,1294.33,0.04,4970.23
6653,2731,14,4,2333.55,0.03,9054.17
6654,2731,150,3,2655.09,0.0,7965.27
6655,2732,104,1,1887.68,0.07,1755.54
6656,2733,90,5,583.82,0.04,2802.34
6657,2733,168,3,1003.81,0.02,2951.2
6658,2734,47,4,1531.46,0.01,6064.58
6659,2734,7,2,482.28,0.03,935.62
6660,2735,43,5,1278.47,0.04,6136.66
6661,2735,84,4,2001.11,0.03,7764.31
6662,2735,72,5,816.16,0.04,3917.57
6663,2735,47,4,1485.05,0.04,5702.59
6664,2735,59,3,632.68,0.02,1860.08
6665,2736,88,1,2216.78,0.24,1684.75
6666,2737,151,2,599.92,0.17,995.87
6667,2738,15,4,1428.61,0.0,5714.44
6668,2739,151,3,693.88,0.04,1998.37
6669,2739,48,4,3091.09,0.02,12117.07
6670,2740,75,5,1813.0,0.05,8611.75
6671,2740,58,3,1912.53,0.02,5622.84
6672,2741,121,2,1149.14,0.14,1976.52
6673,2742,49,4,2033.65,0.03,7890.56
6674,2742,182,3,984.75,0.05,2806.54
6675,2742,2,1,3361.28,0.01,3327.67
6676,2743,102,5,533.04,0.18,2185.46
6677,2744,13,5,1915.84,0.03,9291.82
6678,2745,171,3,52.27,0.08,144.27
6679,2745,148,3,380.8,0.22,891.07
6680,2746,170,1,1321.29,0.02,1294.86
6681,2746,72,3,816.16,0.04,2350.54
6682,2746,140,4,932.59,0.0,3730.36
6683,2747,60,4,482.59,0.04,1853.15
6684,2747,43,4,1291.79,0.03,5012.15
6685,2747,170,5,1307.81,0.03,6342.88
6686,2747,94,4,2564.19,0.03,9949.06
6687,2747,29,5,1165.17,0.05,5534.56
6688,2747,101,2,1801.15,0.02,3530.25
6689,2748,58,5,1932.04,0.01,9563.6
6690,2748,139,2,734.31,0.01,1453.93
6691,2748,45,2,477.42,0.03,926.19
6692,2749,175,3,845.97,0.02,2487.15
6693,2749,189,1,1969.39,0.04,1890.61
6694,2749,71,1,667.58,0.04,640.88
6695,2749,6,2,2649.79,0.01,5246.58
6696,2750,169,4,362.38,0.0,1449.52
6697,2751,168,5,798.95,0.22,3115.9
6698,2751,93,4,2020.37,0.3,5657.04
6699,2751,138,5,1413.76,0.18,5796.42
6700,2752,16,3,407.22,0.0,1221.66
6701,2753,133,4,2686.81,0.05,10209.88
6702,2753,116,5,1208.56,0.02,5921.94
6703,2754,129,4,1898.46,0.18,6226.95
6704,2755,152,1,1665.18,0.04,1598.57
6705,2756,161,2,2219.86,0.03,4306.53
6706,2756,159,5,3361.11,0.01,16637.49
6707,2757,101,3,1525.47,0.17,3798.42
6708,2757,62,5,222.26,0.1,1000.17
6709,2757,177,4,527.58,0.08,1941.49
6710,2758,43,4,1278.47,0.04,4909.32
6711,2758,28,5,2802.65,0.04,13452.72
6712,2758,108,1,1114.95,0.0,1114.95
6713,2758,50,2,2911.23,0.02,5706.01
6714,2759,101,1,1617.36,0.12,1423.28
6715,2759,8,1,981.6,0.19,795.1
6716,2759,47,4,1485.05,0.04,5702.59
6717,2759,70,3,1117.95,0.05,3186.16
6718,2760,190,3,1917.84,0.05,5465.84
6719,2760,130,5,544.54,0.16,2287.07
6720,2761,152,4,1699.87,0.02,6663.49
6721,2761,5,5,1288.54,0.03,6249.42
6722,2762,59,3,645.59,0.0,1936.77
6723,2762,7,3,457.42,0.08,1262.48
6724,2762,86,5,1958.49,0.19,7931.88
