pedido_id,cliente_id,data_pedido,status,valor_total,canal_venda,cupom_desconto,segmento,canal_aquisicao,ano,mes_num,mes_nome,flag_cancelado,flag_devolvido
597,823,2023-04-02,entregue,123.16,site,True,B2C,indicação,2023,4,Abr,0,0
598,2412,2024-07-20,entregue,1825.98,app,False,B2C,orgânico,2024,7,Jul,0,0
599,2178,2023-06-27,entregue,2372.44,marketplace,True,B2C,indicação,2023,6,Jun,0,0
600,265,2024-09-06,entregue,1856.8,site,True,B2C,paid_search,2024,9,Set,0,0
601,904,2024-03-03,cancelado,11669.56,app,False,B2B,paid_search,2024,3,Mar,1,0
602,2633,2023-11-26,entregue,2488.03,site,False,B2B,orgânico,2023,11,Nov,0,0
603,1429,2024-08-08,cancelado,2238.5,app,False,B2C,orgânico,2024,8,Ago,1,0
604,16,2023-08-14,em_transito,2162.02,site,True,B2C,redes_sociais,2023,8,Ago,0,0
605,2789,2023-08-06,cancelado,4045.35,marketplace,False,B2B,redes_sociais,2023,8,Ago,1,0
606,831,2024-09-25,entregue,2522.87,marketplace,False,B2B,orgânico,2024,9,Set,0,0
607,1264,2024-03-08,entregue,2496.78,marketplace,False,B2C,redes_sociais,2024,3,Mar,0,0
608,118,2023-04-17,cancelado,1085.04,app,False,B2C,indicação,2023,4,Abr,1,0
609,2029,2023-05-09,entregue,12252.12,marketplace,True,B2B,orgânico,2023,5,Mai,0,0
610,1772,2024-11-11,entregue,246.82,marketplace,False,B2C,redes_sociais,2024,11,Nov,0,0
611,2621,2024-02-16,entregue,484.67,site,False,B2C,indicação,2024,2,Fev,0,0
612,2831,2024-08-06,entregue,1010.79,marketplace,False,B2C,paid_search,2024,8,Ago,0,0
613,1331,2024-07-17,devolvido,1358.31,marketplace,False,B2C,paid_search,2024,7,Jul,0,1
614,2379,2023-11-22,entregue,2465.9,marketplace,True,B2B,orgânico,2023,11,Nov,0,0
615,1905,2023-11-27,devolvido,969.05,marketplace,True,B2C,orgânico,2023,11,Nov,0,1
616,2282,2024-06-28,em_transito,13817.61,site,False,B2B,paid_search,2024,6,Jun,0,0
617,1806,2023-11-25,entregue,3232.83,app,True,B2B,paid_search,2023,11,Nov,0,0
618,2418,2023-12-27,entregue,1845.78,app,False,B2B,indicação,2023,12,Dez,0,0
619,468,2023-11-12,entregue,168.52,marketplace,False,B2C,indicação,2023,11,Nov,0,0
620,18,2023-07-08,entregue,1768.89,app,True,B2C,indicação,2023,7,Jul,0,0
621,2299,2024-05-18,entregue,2481.27,app,False,B2C,orgânico,2024,5,Mai,0,0
622,579,2023-01-19,cancelado,2196.66,site,True,B2C,paid_search,2023,1,Jan,1,0
623,2637,2024-10-02,entregue,452.16,site,False,B2C,redes_sociais,2024,10,Out,0,0
624,2710,2023-12-19,em_transito,430.27,site,False,B2C,redes_sociais,2023,12,Dez,0,0
625,864,2024-10-11,entregue,445.33,marketplace,True,B2C,redes_sociais,2024,10,Out,0,0
626,2042,2023-01-21,cancelado,2264.61,site,False,B2C,paid_search,2023,1,Jan,1,0
627,1064,2024-08-10,entregue,7308.82,app,False,B2B,redes_sociais,2024,8,Ago,0,0
628,102,2023-12-01,entregue,2022.7,app,False,B2C,paid_search,2023,12,Dez,0,0
629,2718,2024-01-12,entregue,2273.54,app,True,B2C,indicação,2024,1,Jan,0,0
630,2224,2023-08-02,entregue,5903.83,app,True,B2B,paid_search,2023,8,Ago,0,0
631,1150,2024-03-15,em_transito,1666.77,marketplace,False,B2C,indicação,2024,3,Mar,0,0
632,2106,2023-10-02,cancelado,762.78,marketplace,False,B2C,paid_search,2023,10,Out,1,0
633,1447,2024-03-15,entregue,6539.12,marketplace,False,B2B,orgânico,2024,3,Mar,0,0
634,1605,2024-06-14,entregue,924.83,app,False,B2B,redes_sociais,2024,6,Jun,0,0
635,1495,2023-01-05,em_transito,748.1,marketplace,True,B2C,indicação,2023,1,Jan,0,0
636,1674,2024-09-16,entregue,12522.25,marketplace,True,B2B,indicação,2024,9,Set,0,0
637,2986,2024-09-03,entregue,1352.86,marketplace,False,B2C,indicação,2024,9,Set,0,0
638,1252,2023-03-03,em_transito,108.75,app,True,B2C,redes_sociais,2023,3,Mar,0,0
639,1899,2023-01-09,entregue,2296.88,site,False,B2C,paid_search,2023,1,Jan,0,0
640,2324,2023-11-15,entregue,1853.61,app,False,B2C,redes_sociais,2023,11,Nov,0,0
641,2418,2024-10-12,entregue,14557.66,app,True,B2B,indicação,2024,10,Out,0,0
642,118,2023-11-05,entregue,897.38,app,False,B2C,indicação,2023,11,Nov,0,0
643,2823,2023-01-05,em_transito,87.2,app,True,B2C,orgânico,2023,1,Jan,0,0
644,1277,2023-08-21,entregue,1176.07,site,True,B2C,orgânico,2023,8,Ago,0,0
645,2754,2023-08-18,entregue,2086.12,app,True,B2C,redes_sociais,2023,8,Ago,0,0
646,2956,2023-04-13,cancelado,1652.35,site,False,B2C,paid_search,2023,4,Abr,1,0
647,684,2023-07-09,entregue,6794.9,app,False,B2B,paid_search,2023,7,Jul,0,0
648,2736,2024-12-09,entregue,1254.9,site,False,B2C,orgânico,2024,12,Dez,0,0
649,2773,2023-10-27,em_transito,671.07,app,False,B2C,redes_sociais,2023,10,Out,0,0
650,2473,2024-10-02,entregue,830.72,site,True,B2C,orgânico,2024,10,Out,0,0
651,1247,2024-01-02,cancelado,573.2,app,False,B2C,redes_sociais,2024,1,Jan,1,0
652,1712,2023-07-10,devolvido,6528.13,marketplace,True,B2B,orgânico,2023,7,Jul,0,1
653,1579,2023-11-27,entregue,2081.22,site,False,B2C,paid_search,2023,11,Nov,0,0
654,2957,2023-06-20,entregue,280.71,app,False,B2C,redes_sociais,2023,6,Jun,0,0
655,1055,2024-06-07,entregue,1485.21,marketplace,False,B2C,paid_search,2024,6,Jun,0,0
656,959,2023-11-27,entregue,1981.55,app,True,B2C,orgânico,2023,11,Nov,0,0
657,1377,2024-03-22,entregue,176.51,marketplace,True,B2C,orgânico,2024,3,Mar,0,0
658,2954,2024-08-27,entregue,12402.89,marketplace,False,B2B,redes_sociais,2024,8,Ago,0,0
659,1716,2024-11-23,em_transito,561.82,site,False,B2C,paid_search,2024,11,Nov,0,0
660,2176,2024-06-27,entregue,880.07,site,False,B2C,redes_sociais,2024,6,Jun,0,0
661,2664,2023-05-29,entregue,628.46,app,True,B2C,redes_sociais,2023,5,Mai,0,0
662,2784,2023-06-29,entregue,357.31,marketplace,False,B2C,paid_search,2023,6,Jun,0,0
663,1551,2024-09-12,entregue,1804.29,marketplace,True,B2C,indicação,2024,9,Set,0,0
664,1169,2023-07-18,entregue,1776.9,site,False,B2C,redes_sociais,2023,7,Jul,0,0
665,2520,2023-03-28,entregue,12908.43,site,False,B2B,indicação,2023,3,Mar,0,0
666,1982,2023-11-21,entregue,1717.8,site,True,B2C,paid_search,2023,11,Nov,0,0
667,1916,2024-02-04,cancelado,2276.96,app,True,B2C,indicação,2024,2,Fev,1,0
668,457,2023-05-25,entregue,1866.79,marketplace,False,B2C,orgânico,2023,5,Mai,0,0
669,2534,2023-04-11,entregue,6257.52,marketplace,False,B2B,indicação,2023,4,Abr,0,0
670,1814,2024-04-16,cancelado,311.35,app,True,B2C,indicação,2024,4,Abr,1,0
671,2105,2024-05-14,entregue,4734.25,site,False,B2B,redes_sociais,2024,5,Mai,0,0
672,2986,2023-11-28,entregue,707.19,site,True,B2C,indicação,2023,11,Nov,0,0
673,728,2023-11-25,cancelado,632.77,marketplace,False,B2C,paid_search,2023,11,Nov,1,0
674,873,2023-11-14,entregue,166.57,marketplace,False,B2C,indicação,2023,11,Nov,0,0
675,1854,2023-02-18,entregue,147.38,site,True,B2C,indicação,2023,2,Fev,0,0
676,843,2024-12-02,entregue,889.52,marketplace,False,B2C,indicação,2024,12,Dez,0,0
677,2964,2024-03-10,entregue,1147.48,marketplace,False,B2B,indicação,2024,3,Mar,0,0
678,2724,2023-06-26,cancelado,1883.35,site,True,B2C,paid_search,2023,6,Jun,1,0
679,1538,2023-11-18,entregue,37.22,app,True,B2C,orgânico,2023,11,Nov,0,0
680,693,2023-08-30,entregue,1388.93,site,True,B2C,orgânico,2023,8,Ago,0,0
681,2753,2023-05-05,cancelado,1045.35,marketplace,False,B2C,redes_sociais,2023,5,Mai,1,0
682,2202,2024-11-14,entregue,2347.88,marketplace,False,B2C,redes_sociais,2024,11,Nov,0,0
683,1559,2024-04-22,entregue,10743.25,marketplace,False,B2B,indicação,2024,4,Abr,0,0
684,755,2023-11-01,entregue,664.74,app,False,B2C,orgânico,2023,11,Nov,0,0
685,1942,2024-04-12,entregue,932.0,site,False,B2C,paid_search,2024,4,Abr,0,0
686,2750,2024-09-13,entregue,565.23,app,True,B2C,indicação,2024,9,Set,0,0
687,452,2024-08-21,entregue,2002.41,site,True,B2C,redes_sociais,2024,8,Ago,0,0
688,1489,2024-04-28,entregue,992.03,site,True,B2C,paid_search,2024,4,Abr,0,0
689,1753,2023-08-30,entregue,317.33,app,False,B2C,paid_search,2023,8,Ago,0,0
690,1701,2024-03-11,entregue,362.15,site,False,B2C,paid_search,2024,3,Mar,0,0
691,1805,2023-01-26,entregue,542.46,app,True,B2C,orgânico,2023,1,Jan,0,0
692,2150,2023-10-21,cancelado,375.28,site,False,B2C,paid_search,2023,10,Out,1,0
693,1183,2023-03-12,entregue,995.73,app,False,B2C,redes_sociais,2023,3,Mar,0,0
694,839,2023-01-01,em_transito,302.81,app,False,B2C,orgânico,2023,1,Jan,0,0
695,397,2023-06-28,entregue,5931.6,marketplace,True,B2B,orgânico,2023,6,Jun,0,0
696,2462,2024-06-28,entregue,2221.32,marketplace,False,B2C,redes_sociais,2024,6,Jun,0,0
697,1026,2024-01-22,em_transito,987.12,marketplace,False,B2C,redes_sociais,2024,1,Jan,0,0
698,90,2024-07-18,cancelado,601.38,marketplace,True,B2C,redes_sociais,2024,7,Jul,1,0
699,1993,2024-10-18,entregue,590.72,site,False,B2C,orgânico,2024,10,Out,0,0
700,2362,2023-05-29,entregue,1663.46,marketplace,True,B2C,paid_search,2023,5,Mai,0,0
701,1571,2023-08-17,entregue,2272.37,app,True,B2C,indicação,2023,8,Ago,0,0
702,2809,2023-04-07,entregue,450.74,site,False,B2C,redes_sociais,2023,4,Abr,0,0
703,509,2023-01-21,entregue,1470.97,site,False,B2C,paid_search,2023,1,Jan,0,0
704,219,2024-05-06,entregue,1830.87,app,False,B2C,paid_search,2024,5,Mai,0,0
705,1033,2024-05-03,entregue,1138.53,app,False,B2C,orgânico,2024,5,Mai,0,0
706,553,2023-11-04,entregue,2138.56,site,False,B2C,orgânico,2023,11,Nov,0,0
707,1458,2023-04-08,entregue,10112.19,marketplace,False,B2B,indicação,2023,4,Abr,0,0
708,39,2024-05-19,entregue,1721.24,site,False,B2C,indicação,2024,5,Mai,0,0
709,1665,2023-04-07,cancelado,1864.72,app,False,B2B,paid_search,2023,4,Abr,1,0
710,1502,2024-04-04,cancelado,11422.77,site,True,B2B,redes_sociais,2024,4,Abr,1,0
711,2494,2024-05-14,entregue,249.04,marketplace,False,B2C,orgânico,2024,5,Mai,0,0
712,2826,2024-10-25,devolvido,162.27,marketplace,False,B2C,indicação,2024,10,Out,0,1
713,2858,2023-11-25,entregue,1614.47,site,False,B2B,paid_search,2023,11,Nov,0,0
714,2799,2023-04-28,entregue,14763.21,app,True,B2B,redes_sociais,2023,4,Abr,0,0
715,992,2023-11-20,entregue,1458.64,marketplace,False,B2C,indicação,2023,11,Nov,0,0
716,2824,2023-02-27,entregue,433.46,site,False,B2C,redes_sociais,2023,2,Fev,0,0
717,2114,2024-05-30,entregue,1070.11,site,False,B2C,redes_sociais,2024,5,Mai,0,0
718,2786,2024-08-23,cancelado,335.45,marketplace,False,B2C,redes_sociais,2024,8,Ago,1,0
719,893,2023-06-07,em_transito,1949.67,site,False,B2C,indicação,2023,6,Jun,0,0
720,1116,2023-11-20,entregue,13268.48,marketplace,True,B2B,paid_search,2023,11,Nov,0,0
721,1041,2024-03-07,em_transito,292.55,site,False,B2C,indicação,2024,3,Mar,0,0
722,770,2023-02-08,entregue,1006.06,site,False,B2C,orgânico,2023,2,Fev,0,0
723,1058,2023-11-07,cancelado,651.67,marketplace,True,B2C,indicação,2023,11,Nov,1,0
724,892,2024-09-09,entregue,1936.38,site,False,B2C,indicação,2024,9,Set,0,0
725,2710,2024-09-28,entregue,1088.76,site,False,B2C,redes_sociais,2024,9,Set,0,0
726,2373,2023-05-19,cancelado,1419.14,marketplace,False,B2C,paid_search,2023,5,Mai,1,0
727,721,2024-04-16,entregue,2233.33,app,True,B2C,orgânico,2024,4,Abr,0,0
728,381,2024-06-04,cancelado,3489.84,site,False,B2B,paid_search,2024,6,Jun,1,0
729,1757,2024-05-04,entregue,1212.69,marketplace,True,B2C,orgânico,2024,5,Mai,0,0
730,46,2023-07-04,entregue,453.98,app,True,B2C,indicação,2023,7,Jul,0,0
731,1108,2023-11-20,devolvido,2103.53,marketplace,True,B2C,redes_sociais,2023,11,Nov,0,1
732,1687,2023-09-09,cancelado,6791.25,site,True,B2B,indicação,2023,9,Set,1,0
733,2230,2023-11-26,entregue,445.44,app,False,B2C,orgânico,2023,11,Nov,0,0
734,1109,2024-11-15,entregue,4552.9,site,False,B2B,redes_sociais,2024,11,Nov,0,0
735,30,2023-11-12,cancelado,2346.81,app,True,B2C,paid_search,2023,11,Nov,1,0
736,1745,2023-12-11,entregue,12139.25,app,True,B2B,paid_search,2023,12,Dez,0,0
737,1440,2024-07-06,cancelado,2246.22,marketplace,False,B2C,indicação,2024,7,Jul,1,0
738,2607,2023-11-29,entregue,1570.27,site,False,B2C,orgânico,2023,11,Nov,0,0
739,1580,2024-11-14,cancelado,523.1,site,False,B2C,paid_search,2024,11,Nov,1,0
740,743,2024-08-30,entregue,2393.32,site,True,B2C,indicação,2024,8,Ago,0,0
741,1564,2024-11-10,entregue,11742.83,app,False,B2B,redes_sociais,2024,11,Nov,0,0
742,2201,2024-08-05,entregue,191.6,app,False,B2C,indicação,2024,8,Ago,0,0
743,786,2023-01-17,cancelado,11859.9,marketplace,True,B2B,redes_sociais,2023,1,Jan,1,0
744,2585,2023-10-29,entregue,1693.17,site,False,B2C,orgânico,2023,10,Out,0,0
745,1680,2023-11-04,entregue,1523.13,marketplace,False,B2C,orgânico,2023,11,Nov,0,0
746,1936,2024-06-23,entregue,1837.19,app,False,B2C,paid_search,2024,6,Jun,0,0
747,1483,2023-06-29,entregue,1418.19,app,False,B2C,orgânico,2023,6,Jun,0,0
748,548,2023-12-18,entregue,534.38,site,False,B2C,redes_sociais,2023,12,Dez,0,0
749,1423,2024-07-26,em_transito,1321.96,marketplace,False,B2C,redes_sociais,2024,7,Jul,0,0
750,1115,2024-05-06,devolvido,644.38,marketplace,False,B2C,orgânico,2024,5,Mai,0,1
751,1729,2023-08-03,entregue,2103.58,app,False,B2C,redes_sociais,2023,8,Ago,0,0
752,1060,2024-07-16,cancelado,122.96,marketplace,False,B2C,paid_search,2024,7,Jul,1,0
753,1123,2024-06-04,cancelado,708.69,app,True,B2C,paid_search,2024,6,Jun,1,0
754,2643,2024-01-22,em_transito,6730.64,marketplace,False,B2B,orgânico,2024,1,Jan,0,0
755,1058,2024-02-23,entregue,1759.69,marketplace,False,B2C,indicação,2024,2,Fev,0,0
756,1775,2023-03-29,entregue,2273.22,app,True,B2C,redes_sociais,2023,3,Mar,0,0
757,881,2023-09-24,entregue,861.7,marketplace,False,B2C,paid_search,2023,9,Set,0,0
758,1771,2023-01-01,entregue,1277.8,marketplace,False,B2C,paid_search,2023,1,Jan,0,0
759,1575,2023-10-27,cancelado,476.33,app,True,B2C,paid_search,2023,10,Out,1,0
760,1508,2024-10-17,entregue,839.34,app,False,B2C,indicação,2024,10,Out,0,0
761,1140,2023-01-18,entregue,12924.65,marketplace,False,B2B,paid_search,2023,1,Jan,0,0
762,1985,2023-02-16,devolvido,11366.15,site,True,B2B,orgânico,2023,2,Fev,0,1
763,2298,2024-04-27,entregue,444.51,marketplace,True,B2C,indicação,2024,4,Abr,0,0
764,1232,2023-05-14,entregue,2159.64,app,False,B2C,redes_sociais,2023,5,Mai,0,0
765,2891,2024-03-14,entregue,959.69,marketplace,False,B2C,redes_sociais,2024,3,Mar,0,0
766,293,2023-09-13,entregue,1445.24,marketplace,False,B2C,orgânico,2023,9,Set,0,0
767,2291,2024-11-18,entregue,1295.01,app,True,B2C,orgânico,2024,11,Nov,0,0
768,347,2023-11-03,entregue,1514.67,site,True,B2C,paid_search,2023,11,Nov,0,0
769,2657,2023-10-29,em_transito,12964.99,marketplace,True,B2B,redes_sociais,2023,10,Out,0,0
770,2901,2023-12-25,entregue,7385.3,marketplace,False,B2B,redes_sociais,2023,12,Dez,0,0
771,1700,2023-07-18,entregue,1709.61,marketplace,True,B2C,paid_search,2023,7,Jul,0,0
772,1651,2024-09-04,cancelado,1805.27,app,True,B2C,indicação,2024,9,Set,1,0
773,2762,2023-07-20,entregue,1708.68,site,True,B2C,indicação,2023,7,Jul,0,0
774,196,2023-08-14,entregue,2169.98,site,False,B2C,paid_search,2023,8,Ago,0,0
775,709,2023-05-20,entregue,999.26,app,False,B2C,indicação,2023,5,Mai,0,0
776,2087,2024-07-21,entregue,1965.38,marketplace,False,B2C,paid_search,2024,7,Jul,0,0
777,2512,2023-10-21,entregue,4636.27,marketplace,False,B2B,indicação,2023,10,Out,0,0
778,2407,2023-07-14,cancelado,13233.58,app,False,B2B,paid_search,2023,7,Jul,1,0
779,984,2024-04-21,entregue,4580.19,app,True,B2B,orgânico,2024,4,Abr,0,0
780,1967,2023-12-30,entregue,6954.71,site,True,B2B,orgânico,2023,12,Dez,0,0
781,1299,2023-08-01,entregue,1483.25,marketplace,False,B2C,paid_search,2023,8,Ago,0,0
782,191,2023-10-12,entregue,1040.33,marketplace,False,B2C,indicação,2023,10,Out,0,0
783,615,2023-10-25,entregue,633.09,marketplace,False,B2C,orgânico,2023,10,Out,0,0
784,2682,2024-01-10,entregue,524.7,site,False,B2C,paid_search,2024,1,Jan,0,0
785,1761,2024-10-08,em_transito,1687.63,marketplace,True,B2C,redes_sociais,2024,10,Out,0,0
786,1066,2024-08-07,entregue,178.03,marketplace,True,B2C,indicação,2024,8,Ago,0,0
787,2727,2024-03-07,entregue,1732.9,site,False,B2C,indicação,2024,3,Mar,0,0
788,1635,2023-03-24,entregue,1716.63,site,True,B2C,orgânico,2023,3,Mar,0,0
789,1835,2023-10-11,entregue,5023.4,app,True,B2B,orgânico,2023,10,Out,0,0
790,381,2024-10-25,entregue,4569.63,app,False,B2B,paid_search,2024,10,Out,0,0
791,1638,2024-01-28,devolvido,10768.46,marketplace,True,B2B,redes_sociais,2024,1,Jan,0,1
792,546,2023-12-18,entregue,71.44,marketplace,False,B2C,indicação,2023,12,Dez,0,0
793,2943,2023-08-27,entregue,1833.09,marketplace,False,B2C,redes_sociais,2023,8,Ago,0,0
794,1732,2023-01-18,entregue,1218.51,app,True,B2C,redes_sociais,2023,1,Jan,0,0
795,716,2023-03-10,cancelado,1474.87,app,False,B2B,paid_search,2023,3,Mar,1,0
796,1541,2023-11-16,entregue,631.78,app,False,B2C,orgânico,2023,11,Nov,0,0
797,1038,2024-05-27,entregue,1154.36,app,False,B2C,indicação,2024,5,Mai,0,0
798,11,2024-09-12,entregue,71.22,app,False,B2C,orgânico,2024,9,Set,0,0
799,682,2023-08-20,entregue,587.38,marketplace,False,B2C,redes_sociais,2023,8,Ago,0,0
800,2794,2024-02-21,entregue,2171.65,app,False,B2C,orgânico,2024,2,Fev,0,0
801,835,2023-11-07,entregue,1695.56,app,True,B2C,redes_sociais,2023,11,Nov,0,0
802,1532,2024-03-04,entregue,223.98,app,True,B2C,orgânico,2024,3,Mar,0,0
803,2160,2024-01-09,entregue,323.75,marketplace,False,B2C,redes_sociais,2024,1,Jan,0,0
804,2551,2023-03-01,entregue,1773.53,marketplace,False,B2C,orgânico,2023,3,Mar,0,0
805,700,2024-07-21,cancelado,2103.57,app,False,B2C,paid_search,2024,7,Jul,1,0
806,1888,2024-09-27,cancelado,537.67,site,False,B2C,paid_search,2024,9,Set,1,0
807,1275,2024-08-08,entregue,1799.7,site,True,B2C,indicação,2024,8,Ago,0,0
808,804,2023-03-08,devolvido,3241.64,app,True,B2B,redes_sociais,2023,3,Mar,0,1
809,709,2023-06-10,entregue,2194.46,site,False,B2C,indicação,2023,6,Jun,0,0
810,992,2023-02-23,cancelado,280.96,marketplace,True,B2C,indicação,2023,2,Fev,1,0
811,1935,2023-10-30,entregue,6322.87,site,True,B2B,paid_search,2023,10,Out,0,0
812,2627,2023-07-20,em_transito,822.2,site,True,B2C,orgânico,2023,7,Jul,0,0
813,1259,2024-04-05,entregue,1689.15,app,True,B2C,orgânico,2024,4,Abr,0,0
814,1669,2024-07-16,entregue,802.77,app,False,B2C,redes_sociais,2024,7,Jul,0,0
815,2900,2023-11-09,em_transito,779.83,app,False,B2C,orgânico,2023,11,Nov,0,0
816,753,2023-04-11,entregue,1546.27,site,False,B2C,redes_sociais,2023,4,Abr,0,0
817,626,2023-11-10,entregue,1556.77,marketplace,False,B2C,indicação,2023,11,Nov,0,0
818,1718,2024-12-12,entregue,10505.31,marketplace,True,B2B,paid_search,2024,12,Dez,0,0
819,2877,2024-10-13,cancelado,4125.85,site,False,B2B,paid_search,2024,10,Out,1,0
820,2194,2024-05-30,entregue,1713.92,site,False,B2B,indicação,2024,5,Mai,0,0
821,2614,2024-10-27,devolvido,8742.97,app,False,B2B,indicação,2024,10,Out,0,1
822,2168,2023-10-05,entregue,3491.57,app,True,B2C,orgânico,2023,10,Out,0,0
823,1415,2023-05-23,cancelado,1594.38,marketplace,False,B2C,redes_sociais,2023,5,Mai,1,0
824,2017,2023-05-16,entregue,151.42,marketplace,True,B2C,orgânico,2023,5,Mai,0,0
825,191,2024-11-07,em_transito,690.31,app,True,B2C,indicação,2024,11,Nov,0,0
826,528,2023-07-15,entregue,331.58,marketplace,False,B2C,indicação,2023,7,Jul,0,0
827,1371,2023-02-15,entregue,2316.0,app,False,B2C,paid_search,2023,2,Fev,0,0
828,604,2024-06-12,entregue,6011.5,app,True,B2B,orgânico,2024,6,Jun,0,0
829,746,2024-03-04,devolvido,13352.93,app,True,B2B,indicação,2024,3,Mar,0,1
830,1635,2024-09-13,entregue,1461.54,app,True,B2C,orgânico,2024,9,Set,0,0
831,2059,2024-08-21,entregue,998.59,marketplace,False,B2C,orgânico,2024,8,Ago,0,0
832,385,2023-12-04,devolvido,1095.6,marketplace,True,B2C,redes_sociais,2023,12,Dez,0,1
833,2016,2024-06-06,cancelado,970.86,app,False,B2C,redes_sociais,2024,6,Jun,1,0
834,2513,2023-09-01,cancelado,1657.73,site,True,B2C,paid_search,2023,9,Set,1,0
835,566,2023-01-24,em_transito,2004.43,site,False,B2C,orgânico,2023,1,Jan,0,0
836,38,2024-05-08,entregue,11421.93,marketplace,False,B2B,orgânico,2024,5,Mai,0,0
837,2366,2023-08-08,entregue,5274.43,marketplace,False,B2B,redes_sociais,2023,8,Ago,0,0
838,2135,2023-11-27,entregue,446.17,marketplace,False,B2C,orgânico,2023,11,Nov,0,0
839,301,2023-05-05,entregue,148.02,app,False,B2C,paid_search,2023,5,Mai,0,0
840,525,2024-08-25,devolvido,2394.56,app,False,B2C,indicação,2024,8,Ago,0,1
841,231,2023-12-06,entregue,1654.04,marketplace,False,B2C,orgânico,2023,12,Dez,0,0
842,2280,2024-06-06,entregue,9588.45,marketplace,False,B2B,redes_sociais,2024,6,Jun,0,0
843,1359,2024-11-07,entregue,441.99,site,False,B2C,redes_sociais,2024,11,Nov,0,0
844,2191,2023-06-12,cancelado,2255.64,marketplace,False,B2C,paid_search,2023,6,Jun,1,0
845,895,2024-01-18,entregue,2248.75,site,False,B2C,indicação,2024,1,Jan,0,0
846,2980,2024-03-08,em_transito,9767.51,app,False,B2B,indicação,2024,3,Mar,0,0
847,1636,2024-07-18,entregue,4397.61,site,True,B2B,orgânico,2024,7,Jul,0,0
848,2355,2023-05-31,entregue,1601.36,site,True,B2C,redes_sociais,2023,5,Mai,0,0
849,1412,2024-12-27,entregue,7792.72,app,False,B2B,paid_search,2024,12,Dez,0,0
850,2903,2023-10-11,em_transito,188.99,site,False,B2C,indicação,2023,10,Out,0,0
851,1581,2023-06-10,entregue,11528.89,app,False,B2B,indicação,2023,6,Jun,0,0
852,2528,2024-03-10,entregue,1033.46,app,False,B2C,paid_search,2024,3,Mar,0,0
853,1468,2024-03-22,devolvido,1540.1,app,False,B2C,redes_sociais,2024,3,Mar,0,1
854,974,2023-01-09,entregue,540.17,site,False,B2C,orgânico,2023,1,Jan,0,0
855,250,2024-02-10,devolvido,1744.99,site,False,B2B,redes_sociais,2024,2,Fev,0,1
856,2672,2023-06-26,entregue,8102.72,app,False,B2B,indicação,2023,6,Jun,0,0
857,881,2024-11-09,cancelado,972.48,marketplace,False,B2C,paid_search,2024,11,Nov,1,0
858,2130,2024-03-22,em_transito,2017.03,marketplace,False,B2C,paid_search,2024,3,Mar,0,0
859,1125,2023-11-07,em_transito,1397.27,site,True,B2C,indicação,2023,11,Nov,0,0
860,898,2023-09-05,cancelado,1331.65,app,False,B2C,indicação,2023,9,Set,1,0
861,428,2023-12-01,entregue,2205.46,app,True,B2C,redes_sociais,2023,12,Dez,0,0
862,1610,2023-11-29,entregue,690.29,app,False,B2C,indicação,2023,11,Nov,0,0
863,2593,2024-05-22,entregue,5324.99,site,True,B2B,orgânico,2024,5,Mai,0,0
864,1225,2023-03-06,entregue,408.3,site,False,B2C,orgânico,2023,3,Mar,0,0
865,1675,2024-10-03,cancelado,1268.24,marketplace,False,B2C,paid_search,2024,10,Out,1,0
866,351,2024-01-01,cancelado,2128.98,app,False,B2C,orgânico,2024,1,Jan,1,0
867,2282,2023-01-21,entregue,5140.37,marketplace,True,B2B,paid_search,2023,1,Jan,0,0
868,1583,2023-09-24,em_transito,945.83,site,False,B2C,orgânico,2023,9,Set,0,0
869,1182,2023-01-03,entregue,1948.6,app,True,B2C,orgânico,2023,1,Jan,0,0
870,1407,2023-11-26,entregue,14103.3,marketplace,False,B2B,orgânico,2023,11,Nov,0,0
871,1980,2023-03-12,entregue,1729.34,site,True,B2C,orgânico,2023,3,Mar,0,0
872,2475,2023-12-14,entregue,710.71,site,False,B2C,paid_search,2023,12,Dez,0,0
873,2757,2024-06-13,entregue,1438.8,marketplace,True,B2C,orgânico,2024,6,Jun,0,0
874,1436,2023-11-23,devolvido,1219.08,marketplace,False,B2C,indicação,2023,11,Nov,0,1
875,2510,2024-12-26,entregue,785.62,site,False,B2C,indicação,2024,12,Dez,0,0
876,1929,2023-04-15,devolvido,2007.74,app,True,B2C,redes_sociais,2023,4,Abr,0,1
877,11,2023-09-30,devolvido,162.81,marketplace,False,B2C,orgânico,2023,9,Set,0,1
878,988,2023-04-26,entregue,1496.54,app,False,B2C,orgânico,2023,4,Abr,0,0
879,2720,2023-11-04,entregue,1171.99,app,False,B2C,indicação,2023,11,Nov,0,0
880,2518,2023-09-04,cancelado,2239.24,marketplace,True,B2C,paid_search,2023,9,Set,1,0
881,547,2024-01-10,em_transito,5383.11,app,True,B2B,orgânico,2024,1,Jan,0,0
882,1108,2024-10-11,entregue,1001.96,app,True,B2C,redes_sociais,2024,10,Out,0,0
883,1916,2024-11-12,entregue,2155.94,app,False,B2C,indicação,2024,11,Nov,0,0
884,1432,2024-11-21,entregue,2420.88,marketplace,True,B2C,orgânico,2024,11,Nov,0,0
885,1235,2024-01-06,entregue,1039.7,marketplace,True,B2C,orgânico,2024,1,Jan,0,0
886,2175,2023-09-26,cancelado,1044.05,marketplace,True,B2C,paid_search,2023,9,Set,1,0
